MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,log_SalePrice,pt_SalePrice,AgebySale,GarageAge,RemodAge,bin_BsmtFullBath,bin_BsmtHalfBath,bin_HalfBath,bin_FullBath,bin_KitchenAbvGr,bin_BedroomAbvGr,bin_TotRmsAbvGrd,bin_Fireplaces,bin_GarageCars,TotalBath,bin_TotalBath,log_LotFrontage,log_LotArea,log_MasVnrArea,log_BsmtFinSF2,log_1stFlrSF,log_GrLivArea,log_WoodDeckSF,log_OpenPorchSF,log_ScreenPorch,log_PoolArea,log_MiscVal,has_MasVnr,has_2ndFlr,has_LowQualFin,has_WoodDeck,has_OpenPorch,has_EnclosedPorch,has_3SsnPorch,has_ScreenPorch,has_Pool,has_Bsmt,has_Garage,ind_BsmtFinSF1,ind_BsmtFinSF2,ind_MiscVal,TotalLivArea,TotalFlrSF,TotalPorchSF,log_TotalLivArea,log_TotalFlrSF,log_TotalPorchSF,ord_LotShape,ord_LandSlope,ord_ExterQual,ord_ExterCond,ord_BsmtQual,ord_BsmtCond,ord_BsmtExposure,ord_BsmtFinType1,ord_BsmtFinType2,ord_HeatingQC,ord_Electrical,ord_KitchenQual,ord_Functional,ord_FireplaceQu,ord_GarageFinish,ord_GarageQual,ord_GarageCond,ord_PavedDrive,ord_PoolQC,ord_Fence,bin_LotShape,bin_LandSlope,bin_ExterCond,bin_BsmtCond,bin_HeatingQC,bin_Electrical,bin_Functional,bin_GarageQual,bin_GarageCond,bin_PoolQC,bin_Fence,bin_OverallQual,bin_OverallCond,ordbin_LotShape,ordbin_LandSlope,ordbin_ExterCond,ordbin_BsmtCond,ordbin_HeatingQC,ordbin_Electrical,ordbin_Functional,ordbin_GarageQual,ordbin_GarageCond,ordbin_PoolQC,ordbin_Fence,bin_MSSubClass,bin_Neighborhood,bin_Condition1,bin_Condition2,bin_HouseStyle,bin_RoofStyle,bin_RoofMatl,bin_Exterior1st,bin_Exterior2nd,bin_Foundation,bin_Heating,bin_GarageType,bin_MiscFeature,bin_SaleType,bin_SaleCondition
90,RL,94.0,9400,Pave,No alley access,Reg,Low,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,912,GasA,TA,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,No Fireplace,No Garage,,No Garage,0,0,No Garage,No Garage,Y,128,0,0,0,0,0,No Pool,No Fence,None,0,4,2010,WD,Normal,139000,11.842229212112828,9.248218165846643,39,39.0,39,0,0,1,1,1,2,4,0,0,3.0,4,4.553876891600541,9.148571345578551,0.0,0.0,6.816735880594968,7.509335266016592,4.859812404361672,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1824,2736,0,7.509335266016592,7.914617709040679,0.0,Reg,Gtl,TA,TA,TA,TA,Av,Unf,Unf,TA,SBrkr,TA,Typ,No Fireplace,No Garage,No Garage,No Garage,Y,No Pool,No Fence,Reg,Gtl,TA,TA,TA,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,3,2,Reg,Gtl,TA,TA,TA,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,90,Mitchel,Norm,Norm,2Story,other,CompShg,MetalSd,Wd Shng,CBlock,GasA,No Garage,None,WD,Normal
50,RL,50.0,9638,Pave,No alley access,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,804,GasA,Ex,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,336,TA,TA,Y,272,0,42,0,116,0,No Pool,No Fence,None,0,3,2010,WD,Normal,169000,12.037653993905211,9.364292220665734,91,41.0,20,0,0,0,1,0,2,5,1,1,2.0,2,3.9318256327243257,9.173572647783969,0.0,0.0,7.438383530044307,7.803026643632217,5.60947179518496,0.0,4.762173934797756,0.0,0.0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,2447,3251,158,7.803026643632217,8.087025470667701,5.0689042022202315,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,SBrkr,Gd,Min2,Gd,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Ex,SBrkr,Min2,TA,TA,No Pool,No Fence,3,4,Reg,Gtl,TA,TA,Ex,SBrkr,Min2,TA,TA,No Pool,No Fence,50,SWISU,Feedr,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,PConc,GasA,Detchd,None,WD,Normal
50,RM,50.0,6000,Pave,No alley access,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Ex,Y,FuseF,825,587,0,1412,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,280,TA,TA,Y,45,0,0,0,0,0,No Pool,No Fence,None,0,5,2009,WD,Normal,132500,11.794337924408413,9.219621483846304,70,70.0,59,0,0,0,0,0,2,2,1,1,1.0,0,3.9318256327243257,8.699681400989514,0.0,0.0,6.716594773520978,7.253470382684528,3.828641396489095,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1412,2192,0,7.253470382684528,7.693025748417888,0.0,Reg,Gtl,TA,Fa,TA,TA,No,Unf,Unf,Ex,FuseF,TA,Typ,Gd,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,PoFa,TA,Ex,MiFuPF,Typ,TA,TA,No Pool,No Fence,3,3,Reg,Gtl,PoFa,TA,Ex,MiFuPF,Typ,TA,TA,No Pool,No Fence,50,BrkSide,Norm,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Detchd,None,WD,Normal
20,RL,80.0,9790,Pave,No alley access,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,1328,GasA,TA,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2,528,TA,TA,Y,0,26,0,0,0,0,No Pool,No Fence,None,0,6,2010,WD,Normal,143000,11.870599909242044,9.265130622300195,47,47.0,47,1,0,1,0,0,1,2,2,2,2.5,3,4.394449154672439,9.189218875354072,6.113682179832232,4.406719247264253,7.192182058713246,7.192182058713246,0.0,3.295836866004329,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1978,2656,26,7.590346945602565,7.884952945759814,3.295836866004329,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Rec,TA,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,3,2,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,20,NWAmes,Feedr,Norm,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Attchd,None,WD,Normal
20,RL,80.0,36500,Pave,No alley access,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,1624,GasA,Fa,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,TA,7,Typ,0,No Fireplace,Attchd,1964.0,Unf,2,390,TA,TA,N,168,198,0,0,0,0,No Pool,No Fence,None,0,6,2006,WD,Normal,190000,12.154779351142624,9.433386942700938,42,42.0,42,0,1,0,1,0,2,3,0,2,2.5,3,4.394449154672439,10.505094936455558,6.432940092739179,0.0,7.367077059881012,7.367077059881012,5.1298987149230735,5.293304824724492,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,2394,3206,198,7.781138509845015,8.073091199693154,5.293304824724492,IR1,Mod,TA,Gd,TA,TA,Av,Rec,Unf,Fa,SBrkr,TA,Typ,No Fireplace,Unf,TA,TA,N,No Pool,No Fence,IR1,MoSe,GdEx,TA,PoFa,SBrkr,Typ,TA,TA,No Pool,No Fence,2,2,IR1,MoSe,GdEx,TA,PoFa,SBrkr,Typ,TA,TA,No Pool,No Fence,20,ClearCr,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Attchd,None,WD,Normal
120,RL,40.0,5664,Pave,No alley access,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,1501,GasA,Ex,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2,499,TA,TA,Y,212,59,0,0,0,0,No Pool,No Fence,None,0,10,2009,WD,Normal,278000,12.535376392672774,9.655487114353186,9,9.0,9,1,0,0,1,0,0,1,1,2,3.0,4,3.713572066704308,8.642062173462106,0.0,0.0,7.414572881350589,7.414572881350589,5.3612921657094255,4.0943445622221,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,2817,3160,59,7.943782692458625,8.058643712215618,4.0943445622221,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Ex,Typ,Ex,Fin,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,5,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,120,StoneBr,Norm,Norm,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,Attchd,None,WD,Normal
60,RL,86.0,11065,Pave,No alley access,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,GasA,Ex,Y,SBrkr,1120,850,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,753,TA,TA,Y,177,74,0,0,0,0,No Pool,No Fence,None,0,10,2006,New,Partial,281000,12.546109948315882,9.661697447966757,0,0.0,0,0,0,1,1,0,1,4,1,3,2.5,3,4.465908118654584,9.311632623458054,6.670766320845874,0.0,7.02197642307216,7.58629630715272,5.181783550292085,4.31748811353631,0.0,0.0,0.0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1970,3055,74,7.58629630715272,8.024862150286411,4.31748811353631,IR1,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Ex,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,5,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,60,NridgHt,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,BuiltIn,None,New,Partial
80,RL,73.0,14112,Pave,No alley access,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2,484,TA,TA,Y,227,0,0,0,0,0,No Pool,No Fence,None,0,4,2010,WD,Normal,180500,12.103486056755072,9.403171390630494,46,46.0,46,1,0,0,0,0,1,2,1,2,2.0,2,4.30406509320417,9.554851637414007,4.465908118654584,0.0,7.050122520269059,7.050122520269059,5.429345628954441,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2166,2304,0,7.681099001536359,7.742835955430749,0.0,IR1,Gtl,TA,TA,TA,TA,Av,GLQ,Unf,TA,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,2,4,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,80,NAmes,Norm,Norm,SLvl,Hip,CompShg,Wd Sdng,HdBoard,PConc,GasA,Attchd,None,WD,Normal
160,RM,21.0,1680,Pave,No alley access,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,No Fireplace,Detchd,1972.0,Unf,1,264,TA,TA,Y,185,0,0,0,0,0,No Pool,No Fence,None,0,2,2009,WD,Normal,119500,11.691071650353702,9.15775580810388,37,37.0,37,0,0,1,1,0,1,2,0,1,2.5,3,3.091042453358316,7.427144133408616,5.594711379601839,0.0,6.447305862541213,7.172424577124845,5.225746673713202,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1533,1932,0,7.335633981927201,7.566828479208331,0.0,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,No Fireplace,Unf,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,2,4,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,160,BrDale,Norm,Norm,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,Detchd,None,WD,Normal
70,RM,60.0,6600,Pave,No alley access,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,GasA,TA,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,TA,11,Min2,0,No Fireplace,Attchd,1985.0,RFn,1,432,TA,TA,Y,0,287,0,0,0,0,No Pool,No Fence,None,0,12,2009,WD,Normal,107500,11.585246126549855,9.094067123497332,117,24.0,44,0,0,0,1,1,2,5,0,1,2.0,2,4.110873864173311,8.79497643168877,0.0,0.0,7.229113877793302,7.771910256435763,0.0,5.662960480135946,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2372,3366,287,7.771910256435763,8.121777419161074,5.662960480135946,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Min2,No Fireplace,RFn,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,TA,SBrkr,Min2,TA,TA,No Pool,No Fence,2,1,Reg,Gtl,TA,TA,TA,SBrkr,Min2,TA,TA,No Pool,No Fence,70,OldTown,Norm,Norm,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,other,GasA,Attchd,None,WD,Normal
60,RL,78.0,10140,Pave,No alley access,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,GasA,TA,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,28,0,0,259,0,No Pool,GdWo,None,0,3,2006,WD,Normal,162900,12.000891794590137,9.34253252756669,30,30.0,30,0,0,1,1,0,2,4,1,2,2.5,3,4.3694478524670215,9.224341891611996,0.0,0.0,6.725033642166843,7.417580402414544,0.0,3.367295829986474,5.560681631015528,0.0,0.0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1858,2496,287,7.527793987721444,7.822845290279774,5.662960480135946,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,TA,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,No Pool,GdWo,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnGdWo,4,2,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnGdWo,60,NWAmes,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,Attchd,None,WD,Normal
20,RL,60.0,8172,Pave,No alley access,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,No Fireplace,Detchd,1957.0,Unf,2,572,TA,TA,N,0,0,0,0,0,0,No Pool,No Fence,None,0,4,2006,WD,Normal,115000,11.652687407345388,9.13468909682562,51,49.0,16,1,0,0,0,0,0,1,0,2,2.0,2,4.110873864173311,9.00859131751613,0.0,0.0,6.762729506931879,6.762729506931879,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1031,1728,0,6.939253946041508,7.455298485683291,0.0,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,SBrkr,TA,Typ,No Fireplace,Unf,TA,TA,N,No Pool,No Fence,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,2,4,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,20,Edwards,Norm,Norm,1Story,Hip,CompShg,WdShing,Plywood,CBlock,GasA,Detchd,None,WD,Normal
20,RL,70.0,8400,Pave,No alley access,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,0,No Fireplace,Attchd,1968.0,RFn,1,288,TA,TA,Y,356,0,0,0,0,0,No Pool,GdWo,None,0,11,2006,WD,Normal,138500,11.83862560460953,9.246068469994597,38,38.0,38,1,0,1,0,0,1,1,0,1,2.5,3,4.2626798770413155,9.036106025364846,5.1298987149230735,0.0,6.959398512133975,6.959398512133975,5.877735781779639,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2068,2104,0,7.634820677745543,7.652070746116482,0.0,Reg,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,Gd,SBrkr,TA,Typ,No Fireplace,RFn,TA,TA,Y,No Pool,GdWo,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,MnGdWo,2,2,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,MnGdWo,20,NAmes,Feedr,Norm,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Attchd,None,WD,Normal
20,RL,80.0,8700,Pave,No alley access,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,GasA,Gd,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,1963.0,RFn,2,525,TA,TA,Y,192,20,123,0,0,0,No Pool,MnPrv,None,0,12,2008,WD,Normal,155000,11.951180395901384,9.313052597487685,45,45.0,45,1,0,0,1,0,1,2,0,2,3.0,4,4.394449154672439,9.071193240566025,5.003946305945459,0.0,7.029087564149662,7.029087564149662,5.262690188904886,3.044522437723423,0.0,0.0,0.0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1904,2248,143,7.552237287560802,7.718240951959316,4.969813299576001,Reg,Gtl,TA,Gd,TA,TA,Mn,ALQ,Unf,Gd,SBrkr,TA,Typ,No Fireplace,RFn,TA,TA,Y,No Pool,MnPrv,Reg,Gtl,GdEx,TA,Gd,SBrkr,Typ,TA,TA,No Pool,MnPrv,2,3,Reg,Gtl,GdEx,TA,Gd,SBrkr,Typ,TA,TA,No Pool,MnPrv,20,NAmes,Norm,Norm,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,Attchd,None,WD,Normal
180,RM,35.0,3675,Pave,No alley access,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,547,GasA,Gd,Y,SBrkr,1072,0,0,1072,1,0,2,0,2,1,TA,5,Typ,0,No Fireplace,Basment,2005.0,Fin,2,525,TA,TA,Y,0,44,0,0,0,0,No Pool,No Fence,None,0,6,2006,New,Partial,140000,11.84939770159144,9.252493451623085,1,1.0,0,1,0,0,1,0,0,1,0,2,3.0,4,3.58351893845611,8.209580483475577,4.418840607796598,0.0,6.9782137426306985,6.9782137426306985,0.0,3.8066624897703196,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1619,1619,44,7.3901814282264295,7.3901814282264295,3.8066624897703196,Reg,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,Gd,SBrkr,TA,Typ,No Fireplace,Fin,TA,TA,Y,No Pool,No Fence,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,3,2,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,other,Edwards,Norm,Norm,SFoyer,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Basment,None,New,Partial
20,RL,75.0,7500,Pave,No alley access,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,1246,GasA,Ex,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,1,Gd,6,Typ,0,No Fireplace,Attchd,1959.0,RFn,1,305,TA,TA,Y,218,0,0,0,0,0,No Pool,GdPrv,None,0,5,2010,WD,Normal,154000,11.944707881395766,9.30920955105342,51,51.0,16,1,0,1,0,0,1,2,0,1,2.5,3,4.330733340286331,8.922791623969637,0.0,6.810142450115136,7.1284959456800365,7.1284959456800365,5.389071729816501,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,2492,2492,0,7.821242083523558,7.821242083523558,0.0,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Rec,Ex,SBrkr,Gd,Typ,No Fireplace,RFn,TA,TA,Y,No Pool,GdPrv,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,GdPrv,2,4,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,GdPrv,20,NAmes,Norm,Norm,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,GasA,Attchd,None,WD,Normal
60,RL,65.0,10762,Pave,No alley access,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,978,GasA,Ex,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,490,TA,TA,Y,0,0,0,0,0,0,No Pool,No Fence,None,0,5,2009,WD,Normal,225000,12.323855681186558,9.532508033712766,10,10.0,10,0,0,1,1,0,1,5,1,2,2.5,3,4.189654742026425,9.283869605264298,5.84354441703136,0.0,6.913737350659685,7.592870287844818,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,2677,2961,0,7.8928255262511176,7.993619994827744,0.0,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,No Pool,No Fence,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,4,2,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,60,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Attchd,None,WD,Normal
70,RL,74.0,7500,Pave,No alley access,IR1,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,GasA,Fa,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,213,TA,TA,P,0,0,0,0,224,0,No Pool,No Fence,None,0,11,2009,WD,Normal,177500,12.086725887897607,9.393283744451672,67,67.0,59,0,0,0,0,0,1,3,2,1,1.0,0,4.31748811353631,8.922791623969637,0.0,0.0,6.625392368007956,7.3098814858247865,0.0,0.0,5.41610040220442,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,2041,2265,224,7.621684998724611,7.725771441587952,5.41610040220442,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Fa,SBrkr,Gd,Typ,Gd,Unf,TA,TA,P,No Pool,No Fence,IR1,Gtl,TA,TA,PoFa,SBrkr,Typ,TA,TA,No Pool,No Fence,3,4,IR1,Gtl,TA,TA,PoFa,SBrkr,Typ,TA,TA,No Pool,No Fence,70,Crawfor,Norm,Norm,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Attchd,None,WD,Normal
