bin_MSSubClass,MSZoning,Street,Alley,LandContour,LotConfig,bin_Neighborhood,bin_Condition1,bin_Condition2,BldgType,bin_HouseStyle,bin_RoofStyle,bin_RoofMatl,bin_Exterior1st,bin_Exterior2nd,MasVnrType,bin_Foundation,bin_Heating,CentralAir,bin_GarageType,bin_MiscFeature,bin_SaleType,bin_SaleCondition,has_MasVnr,has_2ndFlr,has_LowQualFin,has_WoodDeck,has_OpenPorch,has_EnclosedPorch,has_3SsnPorch,has_ScreenPorch,has_Pool,has_Bsmt,has_Garage,ind_BsmtFinSF1,ind_BsmtFinSF2,ind_MiscVal,ordbin_LotShape,ordbin_LandSlope,ordbin_ExterCond,ordbin_BsmtCond,ordbin_HeatingQC,ordbin_Electrical,ordbin_Functional,ordbin_GarageQual,ordbin_GarageCond,ordbin_PoolQC,ordbin_Fence,ord_ExterQual,ord_BsmtQual,ord_BsmtExposure,ord_BsmtFinType1,ord_BsmtFinType2,ord_KitchenQual,ord_FireplaceQu,ord_GarageFinish,ord_PavedDrive,bin_OverallQual,bin_OverallCond,bin_BsmtFullBath,bin_BsmtHalfBath,bin_FullBath,bin_HalfBath,bin_BedroomAbvGr,bin_KitchenAbvGr,bin_TotRmsAbvGrd,bin_Fireplaces,bin_GarageCars,bin_TotalBath,AgebySale,GarageAge,RemodAge,log_LotFrontage,log_LotArea,log_MasVnrArea,BsmtFinSF1,log_BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,log_1stFlrSF,2ndFlrSF,LowQualFinSF,log_GrLivArea,GarageArea,log_WoodDeckSF,log_OpenPorchSF,EnclosedPorch,3SsnPorch,log_ScreenPorch,log_PoolArea,log_MiscVal,log_TotalLivArea,log_TotalFlrSF,log_TotalPorchSF,SalePrice,log_SalePrice
20,RL,Pave,No alley access,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,0,1,0,0,0,1,1,1,0,0,Reg,Gtl,PoFa,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,Mn,Rec,Unf,TA,No Fireplace,Unf,Y,1,2,1,0,0,0,1,0,1,0,1,2,46,46.0,46,4.127134385045092,8.980172205725008,5.262690188904886,903,0.0,126,1029,6.937314081223682,0,0,6.937314081223682,261,4.174387269895637,0.0,39,0,0.0,0.0,0.0,7.566828479208331,7.629975707027789,3.6888794541139363,118500,11.682668239557323
60,RL,Pave,No alley access,Lvl,Inside,CollgCr,PosN,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Ex,Mn,GLQ,Unf,Ex,Ex,Fin,Y,6,2,1,0,1,1,1,0,4,2,3,5,9,9.0,9,4.2626798770413155,9.310276200588783,5.3230099791384085,904,0.0,536,1440,7.29776828253138,677,0,7.675081857716334,736,5.537334267018537,4.962844630259907,0,0,0.0,0.0,0.0,8.025516386489008,8.187021067343505,4.962844630259907,313000,12.65395846952229
80,RL,Pave,No alley access,Lvl,FR2,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,Shed,WD,Normal,1,0,0,0,0,0,0,0,0,1,1,1,0,1,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,MnPrv,TA,Gd,Av,ALQ,Unf,TA,TA,Unf,Y,3,3,0,1,1,0,1,0,2,1,2,3,29,29.0,29,4.394449154672439,9.249176395761381,5.455321115357702,605,0.0,427,1032,6.940222469119639,0,0,6.940222469119639,564,0.0,0.0,0,0,0.0,0.0,6.2166061010848646,7.401231264413015,7.632885505395133,0.0,148000,11.904967552746252
60,RL,Pave,No alley access,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,None,WD,Normal,1,1,0,1,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,Av,GLQ,Unf,Ex,TA,RFn,Y,5,2,1,0,1,1,1,0,3,1,2,5,8,8.0,8,4.2626798770413155,9.383116515926606,4.6913478822291435,990,0.0,309,1299,7.170119543449628,573,0,7.5352967024440884,531,5.081404364984463,4.812184355372417,0,0,0.0,0.0,0.0,7.959625305098115,8.06211758275474,4.812184355372417,261500,12.474189562487116
20,RL,Pave,No alley access,Lvl,Inside,Mitchel,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,No Garage,None,New,Partial,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,TA,Gd,No,ALQ,Unf,TA,No Fireplace,No Garage,Y,2,2,0,0,0,0,1,0,2,0,0,0,0,0.0,0,4.2626798770413155,9.036344063928219,0.0,206,0.0,914,1120,7.02197642307216,0,0,7.02197642307216,0,0.0,3.4339872044851463,0,0,0.0,0.0,0.0,7.190676034332207,7.714677473800927,3.4339872044851463,147000,11.898187865760873
other,RM,Pave,No alley access,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,No Garage,None,WD,Normal,0,0,0,1,1,0,0,0,0,1,0,1,1,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,No Garage,No Garage,No Pool,No Fence,TA,Gd,Av,LwQ,GLQ,TA,No Fireplace,No Garage,Y,1,3,1,0,0,0,0,0,0,0,0,2,38,38.0,38,3.091042453358316,7.307872780763706,0.0,150,6.175867270105761,0,630,6.447305862541213,0,0,6.447305862541213,0,4.574710978503383,3.2188758248682006,0,0,0.0,0.0,0.0,7.13966033596492,7.13966033596492,3.2188758248682006,75500,11.231887935237117
85,RL,Pave,No alley access,Lvl,Inside,NAmes,Feedr,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,None,WD,Abnorml,1,0,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,GdEx,TA,Ex,SBrkr,Typ,TA,TA,No Pool,MnPrv,TA,TA,Gd,GLQ,Unf,Gd,No Fireplace,RFn,Y,3,4,1,0,0,0,1,0,2,0,2,2,47,47.0,47,4.394449154672439,9.082620630373812,5.056245805348308,763,0.0,173,936,6.961296045910167,0,0,6.961296045910167,480,4.795790545596741,0.0,0,0,0.0,0.0,0.0,7.505492274737424,7.596392304064196,0.0,137500,11.831379196088763
60,RL,Pave,No alley access,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,None,WD,Normal,0,1,0,1,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Gd,Gd,Fin,Y,3,2,1,0,1,1,1,0,3,1,2,5,4,4.0,3,4.189654742026425,8.969796305981806,0.0,457,0.0,326,783,6.694562058521095,702,0,7.31986492980897,393,4.61512051684126,4.330733340286331,0,0,0.0,0.0,0.0,7.584264818389059,7.737616282857904,4.330733340286331,183200,12.118333731222167
other,RL,Pave,No alley access,HLS,Corner,NAmes,Artery,Norm,1Fam,other,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,None,WD,Normal,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Reg,MoSe,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,Unf,Unf,Gd,No Fireplace,Unf,Y,3,3,0,0,0,0,0,0,0,0,2,0,54,46.0,54,4.0943445622221,8.885717651712119,0.0,0,0.0,832,832,6.725033642166843,0,0,6.725033642166843,528,0.0,0.0,0,0,0.0,0.0,0.0,6.725033642166843,7.417580402414544,0.0,105500,11.566466231898259
20,RL,Pave,No alley access,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,Attchd,None,New,Partial,1,0,0,0,1,0,0,1,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Ex,Ex,Av,GLQ,Unf,Gd,Gd,Unf,Y,6,2,0,0,1,0,1,0,5,1,3,2,0,0.0,0,4.51085950651685,9.36691667901828,6.115892125483034,48,0.0,1774,1822,7.511524648390866,0,0,7.511524648390866,774,0.0,4.6913478822291435,0,0,5.564520407322694,0.0,0.0,7.537430036586509,8.202756381655638,5.910796644040527,314813,12.659734090733718
60,RL,Pave,No alley access,Lvl,Inside,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,Gd,GLQ,Unf,Gd,Gd,Fin,Y,5,2,1,0,1,1,2,0,5,2,3,5,5,5.0,5,4.454347296253507,9.412872969386267,5.424950017481403,871,0.0,611,1482,7.301822342137932,780,0,7.724446645633537,749,5.1298987149230735,0.0,0,0,0.0,0.0,0.0,8.050065422915965,8.22817689595132,0.0,305000,12.628067055589549
30,RL,Pave,Grvl,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,N,No Garage,None,WD,Normal,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Reg,Gtl,TA,TA,TA,MiFuPF,Typ,No Garage,No Garage,No Pool,No Fence,TA,TA,No,BLQ,Unf,TA,No Fireplace,No Garage,N,0,0,1,0,0,0,0,0,1,0,0,2,94,94.0,58,3.828641396489095,9.017847259860732,0.0,41,0.0,823,864,6.762729506931879,0,0,6.762729506931879,0,0.0,0.0,100,0,0.0,0.0,0.0,6.80903930604298,7.455298485683291,4.61512051684126,67000,11.112447898373103
60,RL,Pave,No alley access,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,None,WD,Normal,0,1,0,1,1,0,0,0,0,1,1,1,1,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,ALQ,Rec,TA,TA,RFn,Y,3,4,0,0,1,1,2,0,5,1,2,3,34,34.0,11,4.51085950651685,9.287394001418473,0.0,956,5.209486152841421,384,1522,7.3453648404168685,1066,0,7.869019376499023,624,3.6635616461296463,5.497168225293202,0,0,0.0,0.0,0.0,8.23031079913502,8.327726166461412,5.497168225293202,240000,12.388394202324129
20,RL,Pave,No alley access,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Detchd,None,WD,Normal,1,0,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,BLQ,Unf,TA,No Fireplace,Unf,Y,2,3,0,0,0,0,1,0,2,0,2,0,32,23.0,32,4.276666119016055,8.862908295118627,5.0369526024136295,560,0.0,420,980,6.8885724595653635,0,0,6.8885724595653635,484,5.262690188904886,0.0,0,0,0.0,0.0,0.0,7.340186835320115,7.581209826196346,0.0,135000,11.813030057420567
160,FV,Pave,No alley access,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Detchd,None,WD,Normal,1,1,0,0,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Gd,TA,Unf,Y,3,2,0,0,1,1,0,0,0,1,2,3,7,7.0,7,4.310799125385514,7.658227526161352,6.2422232654551655,420,0.0,336,756,6.6293632534374485,756,0,7.321849713788356,440,0.0,3.4965075614664802,0,0,0.0,0.0,0.0,7.566828479208331,7.727094484779841,3.4965075614664802,168500,12.034691028774553
60,RL,Pave,No alley access,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,0,0,0,1,0,1,1,1,0,0,Reg,Gtl,TA,TA,Gd,SBrkr,Min2,TA,TA,No Pool,No Fence,TA,TA,No,Rec,Unf,TA,TA,RFn,Y,3,2,1,0,0,1,2,0,4,1,2,4,34,34.0,34,4.394449154672439,9.249657234353133,5.666426688112432,247,0.0,485,732,6.920671504248683,778,0,7.490529402060711,484,5.003946305945459,0.0,0,0,4.997212273764115,0.0,0.0,7.61972421378267,7.833203948641057,4.997212273764115,165150,12.014609430818936
20,RL,Pave,No alley access,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,0,0,0,0,1,0,1,1,0,0,0,IR1,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,Unf,Unf,TA,No Fireplace,Unf,Y,3,3,0,0,0,1,1,0,1,0,2,1,48,48.0,48,4.477336814478207,9.210440366976517,5.568344503761097,0,0.0,1116,1116,7.018401799069201,0,0,7.018401799069201,440,0.0,0.0,0,0,5.955837369464831,0.0,0.0,7.018401799069201,7.711101251840158,5.955837369464831,160000,11.982929094215963
20,RL,Pave,No alley access,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,Shed,WD,Normal,0,0,0,0,0,1,0,0,0,1,1,0,0,1,IR1,Gtl,TA,TA,TA,SBrkr,Min1,TA,TA,No Pool,MnGdWo,TA,TA,No,Unf,Unf,TA,TA,RFn,Y,2,2,0,0,0,0,1,0,2,1,1,0,47,47.0,29,4.30406509320417,9.42084437974393,0.0,0,0.0,978,978,7.260522598089852,0,0,7.260522598089852,286,0.0,0.0,36,0,0.0,0.0,6.398594934535208,7.260522598089852,7.783640596221253,3.6109179126442243,139900,11.848683160653573
80,RL,Pave,No alley access,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,AsbShng,AsbShng,BrkFace,CBlock,GasA,Y,Basment,None,WD,Normal,1,0,0,0,0,1,0,0,0,1,1,1,1,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,Av,BLQ,LwQ,TA,Gd,RFn,Y,3,3,1,0,0,0,1,0,3,2,1,2,55,55.0,38,4.394449154672439,9.169622538697624,5.10594547390058,674,4.890349128221754,350,1156,7.327123292259293,0,0,7.327123292259293,364,0.0,0.0,189,0,0.0,0.0,0.0,7.752335163302292,7.892452043520352,5.247024072160486,153000,11.938193200374572
60,RL,Pave,No alley access,HLS,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Y,Attchd,None,WD,Family,1,1,0,1,0,0,0,0,0,1,1,1,0,0,IR1,MoSe,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,Gd,Av,Rec,Unf,Fa,TA,Unf,Y,2,2,0,1,0,1,2,0,5,2,2,3,38,38.0,38,4.2626798770413155,9.359363643368622,5.262690188904886,650,0.0,390,1040,6.947937068614969,1040,0,7.640603826393634,504,5.817111159963204,0.0,0,0,0.0,0.0,0.0,7.912423121473705,8.045908742270779,0.0,135000,11.813030057420567
80,RL,Pave,No alley access,Lvl,Corner,NAmes,Feedr,Norm,1Fam,SLvl,Gable,other,Plywood,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,0,0,0,0,0,1,1,1,1,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,GdPrv,TA,TA,Gd,GLQ,Rec,TA,No Fireplace,RFn,Y,3,2,1,0,0,1,1,0,2,0,2,3,44,44.0,44,4.418840607796598,9.107310471656639,5.560681631015528,624,5.820082930352362,288,1248,7.208600337960199,0,0,7.208600337960199,520,5.176149732573829,0.0,0,0,0.0,0.0,0.0,7.745435610274381,7.8628820346414905,0.0,168500,12.034691028774553
70,RM,Pave,Grvl,Lvl,Corner,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,Detchd,None,WD,Abnorml,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Reg,Gtl,TA,Fa,TA,FuseA,Typ,PoFa,PoFa,No Pool,MnPrv,TA,Fa,No,Unf,Unf,Ex,No Fireplace,Unf,N,2,3,0,0,0,0,1,0,4,0,1,0,126,69.0,15,3.9318256327243257,9.105090961257085,0.0,0,0.0,636,636,6.993932975223189,661,0,7.467942332285852,240,0.0,0.0,293,0,0.0,0.0,0.0,7.467942332285852,7.77779262633883,5.683579767338681,124000,11.728036844587175
120,RL,Pave,No alley access,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,Gd,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,Mn,GLQ,Unf,Gd,Gd,RFn,Y,5,2,0,0,1,0,0,0,2,1,2,2,1,1.0,1,3.5553480614894135,8.431853144249223,4.6913478822291435,24,0.0,1530,1554,7.349230824613334,0,0,7.349230824613334,627,5.056245805348308,4.30406509320417,0,0,0.0,0.0,0.0,7.364547014255642,8.042056410058754,4.30406509320417,209500,12.25247901834433
20,RL,Pave,No alley access,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Family,1,0,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,GdEx,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,ALQ,Unf,TA,TA,Fin,Y,4,2,0,0,1,0,1,0,2,1,2,2,32,32.0,32,4.454347296253507,9.38437770918244,5.3471075307174685,822,0.0,564,1386,7.252762418053187,0,0,7.252762418053187,544,5.262690188904886,0.0,0,0,0.0,0.0,0.0,7.711548979629146,7.936660155225426,0.0,82500,11.320553572322773
20,RL,Pave,No alley access,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,None,WD,Normal,0,0,0,1,0,0,0,0,0,1,1,1,1,0,Reg,Gtl,TA,TA,TA,SBrkr,Typ,TA,TA,No Pool,No Fence,TA,TA,No,BLQ,LwQ,TA,No Fireplace,Unf,Y,2,4,0,1,0,0,1,0,2,0,1,1,53,53.0,2,4.394449154672439,9.132486932771318,0.0,480,6.150602768446279,108,1056,6.963189985870238,0,0,6.963189985870238,260,5.968707559985366,0.0,0,0,0.0,0.0,0.0,7.60339933974067,7.655864017616056,0.0,139400,11.845102777308561
90,RL,Pave,No alley access,Lvl,Inside,OldTown,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Detchd,Shed,WD,Normal,0,0,0,1,1,0,0,0,0,1,1,1,0,1,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,GdPrv,TA,TA,No,GLQ,Unf,TA,No Fireplace,Unf,Y,3,2,1,0,0,0,0,1,0,0,2,2,30,30.0,30,4.174387269895637,8.850804195756417,0.0,1056,0.0,0,1056,6.963189985870238,0,0,6.963189985870238,576,5.579729825986222,4.04305126783455,0,0,0.0,0.0,6.398594934535208,7.655864017616056,7.655864017616056,4.04305126783455,144000,11.877568578558138
190,RH,Pave,Pave,Bnk,Inside,SWISU,Feedr,Norm,2fmCon,other,Hip,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,No Garage,None,WD,Abnorml,0,1,1,0,1,0,0,0,0,1,0,1,0,0,Reg,Gtl,TA,Fa,Ex,FuseA,Typ,No Garage,No Garage,No Pool,No Fence,Fa,TA,No,LwQ,Unf,Fa,No Fireplace,No Garage,N,3,4,0,0,1,0,2,1,5,0,0,2,93,93.0,12,4.110873864173311,9.296242800976886,0.0,256,0.0,1184,1440,7.273092595999522,1440,515,8.130353547431238,0,0.0,4.709530201312334,0,0,0.0,0.0,0.0,8.20303024171486,8.371242135931933,4.709530201312334,200000,12.206072645530174
30,RM,Pave,No alley access,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,other,N,No Garage,None,other,Normal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Reg,Gtl,PoFa,Fa,PoFa,FuseA,SeMa12Mo,No Garage,No Garage,No Pool,No Fence,Fa,TA,No,Unf,Unf,Fa,Po,No Garage,N,0,0,0,0,0,0,0,0,0,1,0,0,73,73.0,59,3.9512437185814275,8.71948076085107,0.0,0,0.0,264,264,6.68586094706836,0,0,6.68586094706836,0,0.0,0.0,0,0,0.0,0.0,0.0,6.68586094706836,6.970730078143525,0.0,60000,11.002099841204238
190,RM,Pave,No alley access,Lvl,Inside,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,BuiltIn,None,WD,Normal,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Reg,Gtl,TA,TA,TA,FuseA,Typ,TA,TA,No Pool,No Fence,TA,TA,No,Unf,Unf,Gd,No Fireplace,Unf,Y,2,1,0,0,1,0,1,1,3,0,1,2,55,55.0,55,3.9318256327243257,8.699681400989514,0.0,0,0.0,811,811,6.699500340161678,576,0,7.23561914106675,256,0.0,0.0,0,0,0.0,0.0,0.0,7.23561914106675,7.695757990554761,0.0,93000,11.440354772135393
30,RL,Pave,No alley access,Lvl,Inside,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Wd Sdng,None,CBlock,GasA,Y,No Garage,None,WD,Normal,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Reg,Gtl,TA,TA,Gd,FuseA,Typ,No Garage,No Garage,No Pool,MnPrv,TA,Fa,No,Unf,Unf,TA,No Fireplace,No Garage,P,2,4,0,0,0,0,0,0,0,0,0,0,98,98.0,58,4.219507705176107,9.080003870248179,0.0,0,0.0,796,796,6.680854678790215,0,0,6.680854678790215,0,5.796057750765372,0.0,164,0,0.0,0.0,0.0,6.680854678790215,7.373374309910049,5.10594547390058,85000,11.350406535472453
120,RL,Pave,No alley access,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,None,New,Partial,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,Gd,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,Av,GLQ,Unf,Ex,Gd,Fin,Y,5,2,1,0,1,0,0,0,3,1,3,4,0,0.0,0,3.9889840465642745,8.289790583181643,0.0,1154,0.0,366,1520,7.357556200910353,0,0,7.357556200910353,648,5.746203190540153,0.0,0,0,0.0,0.0,0.0,7.909122183211411,8.035278911144667,0.0,264561,12.485827127509431
120,RL,Pave,No alley access,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,None,WD,Normal,1,0,0,1,1,0,0,0,0,1,1,1,0,0,IR1,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Ex,Ex,Gd,GLQ,Unf,Ex,Gd,RFn,Y,5,2,0,0,0,1,0,0,2,1,2,1,5,5.0,4,4.143134726391533,9.447623486844112,6.159095388491933,1218,0.0,300,1518,7.325807502595773,0,0,7.325807502595773,588,5.225746673713202,4.948759890378168,0,0,0.0,0.0,0.0,7.914617709040679,8.01862546504575,4.948759890378168,274000,12.520883385370206
60,FV,Pave,No alley access,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,None,WD,Normal,0,1,0,0,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Gd,Gd,No,GLQ,Unf,Gd,TA,Fin,Y,4,2,1,0,1,1,1,0,3,1,2,5,6,6.0,6,4.310799125385514,8.860924729719041,0.0,738,0.0,319,1057,6.964135612418245,872,0,7.5652752818989315,650,0.0,5.4638318050256105,0,0,0.0,0.0,0.0,7.889084407035514,8.00202481821611,5.4638318050256105,226000,12.328290278254423
80,RL,Pave,No alley access,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Wd Sdng,None,CBlock,GasA,Y,Attchd,None,WD,Normal,0,1,0,1,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Gd,SBrkr,Typ,TA,TA,No Pool,MnPrv,Gd,Gd,Gd,GLQ,Unf,Ex,TA,Fin,Y,5,4,1,0,1,1,2,0,5,2,2,5,37,37.0,14,4.330733340286331,9.536834420213353,0.0,1410,0.0,542,1952,7.601402334583733,704,0,7.902857191280582,538,5.598421958998375,4.718498871295094,0,0,0.0,0.0,0.0,8.32239411311117,8.446126742982377,4.718498871295094,345000,12.751299696013497
60,RL,Pave,No alley access,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,2Story,other,CompShg,WdShing,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,None,WD,Normal,1,1,0,1,0,0,0,0,0,1,1,1,1,0,Reg,Gtl,TA,TA,Ex,SBrkr,Min1,TA,TA,No Pool,MnGdWo,TA,TA,No,Rec,BLQ,TA,No Fireplace,Fin,Y,2,2,0,0,1,1,2,0,3,0,2,3,38,38.0,38,4.394449154672439,9.286745703178589,5.575949103146316,493,5.662960480135946,0,780,6.660575149839686,840,0,7.390798521735676,462,5.342334251964811,0.0,0,0,0.0,0.0,0.0,7.783640596221253,7.783640596221253,0.0,152000,11.931635799828413
20,FV,Pave,No alley access,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,Attchd,None,New,Partial,1,0,0,1,1,0,0,0,0,1,1,1,0,0,Reg,Gtl,TA,TA,Ex,SBrkr,Typ,TA,TA,No Pool,No Fence,Ex,Ex,Mn,GLQ,Unf,Ex,Gd,Fin,Y,6,2,1,0,1,1,0,0,3,1,3,5,0,0.0,0,4.454347296253507,9.125653563808989,5.093750200806762,1121,0.0,645,1766,7.4770384723196965,0,0,7.4770384723196965,478,5.278114659230517,4.875197323201151,0,0,0.0,0.0,0.0,7.968319500012717,8.169902647359145,4.875197323201151,370878,12.823628446539173
